"categories","descriptions","phone_number","source","titles"
"3x Немой звонок;3x Телефонное мошенничество;3x Злонамеренный вызов;1x Сборщик задолженностей;1x Компания;1x Телемаркетер;1x Колл-центр","Звонили много раз, первые разы - немой звонок, в последний раз девушка предложила пройти опрос про замороженные продукты, после вежливого отказа извинилась за беспокойство.;После нескольких сбросов, звонят и предоставляются провайдером, сообщая об отключении интернета и кабельного по заявке, после чего выясняют адрес проживания и имя.;просили данные место жительства;Звонили много раз я не успевал брать трубку и в итоге позвонили ещё раз и успел взять трубку.
Женщина представляется провайдером и говорит что на мое имя оставлена заявка на отключение интернета.Я говорю что нет не оставлял заявку и она говорит что надо сверить ваш адрес,я говорю а какой у вас там адрес указан ? Она говорит ну вот надо сверить чтобы узнать точный или не точный адрес.В итоге не сказав адрес положил трубку.;молчат. звонили несколько раз;Позвонили сегодня с номера 8(495)0110059, сказали, что с моего номера была заявка на отключение интернета и телевидения. Спросили домашний адрес - были посланы.;Пытаются выяснить адрес под предлогом что у них заявка на отключение интернет, спросил как они называются, что то там промямлила, в общем дальше не стал разговаривать. Добро пожаловать в блэк лист, ****!;неизвестен;Звонят , уточняют адрес и имя, под предлогом , мол оставляли заявку на отключение интернета, уточняют адрес и имя, потом говорят что ошиблись номером не отвечая на вопросы быстро отключаются. если кто в курсе зачем им адрес и имя пожалуйста сообщите;звонят неделю, тоже якобы оставляла заявку на отключение. уточняют адрес проживания. мямлит, ничего сказать толком не может. когда сказала что естественно никакой информации не предоставлю сказал что будут дальше названивать))  в чс добавила их и ему сказала так же. тупой развод на выяснение адреса;Девушка представляется моим провайдером, хотя не знает, какой именно! Пыталась напугать, что у меня - задолженность и что они собираются отключить услугу, но когда предложил ей перестать валять дурака, найти себе другую, приличную, работу и больше не заниматься телефонным мошенничеством, иначе пожалуюсь в полицию, быстро сникла и ретировалась.;за измену родине расстрел сталин!;После нескольких сбросов, заполнять и предоставляются провайдером, сообщая об отключении интернета и кабельного по заявке. после чего выясняют адрес проживания и имя.;интернет мошенник;Так же сбрасывают звонок, потом говорят, что работают в Челябинске, мошенники. Выясняют личную информацию;мошенники по теме связи;Та же ерунда, с быстрым сбросом в течении 3-х дней, потом девушка несет какую-то ерунду про проверку заявки на отключение интернета, просит уточнить адрес и т.п. Типа работают по всей стране из Челябинска, через московский IP-телефон. 
Непонятен был смысл развода, но товарищ сказал, что ему приходили фальшивые квитки Ростелекома с долгом, а в телефон ""напоминали"" про оплату долга.
Видимо первым этапом идет сбор ФИО и адресов лохов, которые отключали кто кабельное, кто интернет, кто домашний телефон, а вторым будут квитанции...;сбор информации под разным предлогом;Говорят, что мы участвовали в переписи населения, этого точно не было. Запрашивали точный адрес, я их послала.;Звонят узнают личную информацию представляются каким то провайдером послал **** положила трубку;Представляются провайдером Интерсвязь и говорят о намерении отключить услуги, потом для проверки просят назвать адрес, после сообщения адреса разговор прекращается. В Интерсвязи прокомментировали, что это не их телефон и никаких отключений не планировалось. Очевидно мошенники, для исключения ущерба необходимо обращаться в полицию.;звонят в разное время, сбрасывают и не отвечают;Один раз взяла трубку, ответила - бросили. Потом еще несколько раз набирали, но в неурочное время (после 22:00, до 08:00).;Устанавливают адрес проживания владельца телефона;О-о-о-чень нуждаются в Вашем Адресе;банк сборщик",74950110059,"neberitrubku.ru","Опрос про замороженные продукты (Компания);Немой звонок;Телефонное мошенничество;узнают адрес. (Телефонное мошенничество);Немой звонок;Злонамеренный вызов;Мошенники! (Злонамеренный вызов);Злонамеренный вызов;Мошенничество (Телефонное мошенничество);Немой звонок;Мнимый провайдер (Телефонное мошенничество);перезваниваю киборг роуминг москва ведь (Телефонное мошенничество);Автомат;Немой звонок;Немой звонок;Мошенство по теме интернет услуг (Телефонное мошенничество);Телефонное мошенничество;""Информационная компания"" (Злонамеренный вызов);Телефонное мошенничество;лохотронщики (Колл-центр);Немой звонок;Телефонное мошенничество;Телефонное мошенничество;Злонамеренный вызов;Немой звонок;Немой звонок;Департамент ЖКХ и ТЭК  (Компания);Представляются как интернет провайдеры (Телемаркетер);Сборщик задолженностей"
"2x Нежелательный звонок","позвонили и сбросили, хотя тлф держал в руках не успел ответить;Кто-то звонил, когда я не мог брать трубку, в последствии перезванивать не стал, попробовал в интернете счастья, но ничего там не нашёл, возможно здесь кто-нибудь знающий есть?",79264575410,"neberitrubku.ru","Нежелательный звонок;Нежелательный звонок"
"4x Сборщик задолженностей;2x Злонамеренный вызов;1x Компания;1x Финансовые услуги","новый номер каких-то мудаков. 911 кто бы подумал.;коллекторы 911;коллекторы;хотят денег;коллектор;911 всё ни как не угомонится;коллекторы достали;коллекторы;новый номер каких-то мудаков;коллекторы",79167609297,"neberitrubku.ru","Злонамеренный вызов;Колл-центр;Сборщик задолженностей;Финансовые услуги;Компания;Злонамеренный вызов;Сборщик задолженностей;Сборщик задолженностей;Злонамеренный вызов;Сборщик задолженностей"
"2x Злонамеренный вызов;2x Финансовые услуги;2x Сборщик задолженностей","не брать труьку.;коллекторы;Коллекторы ВТБ;втб банк сборщики;сборщик долгов;дура из втб24",79067303447,"neberitrubku.ru","Злонамеренный вызов;Финансовые услуги;Злонамеренный вызов;Финансовые услуги;Сборщик задолженностей;Колл-центр;Сборщик задолженностей;Сборщик задолженностей;Финансовые услуги;ВТБ24 (Сборщик задолженностей);Злонамеренный вызов"
"19x Сборщик задолженностей;5x Нежелательный звонок;4x Колл-центр;2x Финансовые услуги;2x Телефонное мошенничество;1x Немой звонок;1x Злонамеренный вызов","КредитЕвропаБанк;плохой очень;кредит Европа банк;кредит Европа банк;ЕвропаКредитБанк. Заблокировали карту после неответа на звонок;по долгам наверное;жулики... не дружите с ними;При перезвоне на этот номер автоответчик сообщает что вы позвонили в Кредит Европа банк. Далее просят ввести паспортные данные,пароль от онлайн банка и номер карты. Явно это мошенники.;кредит Европа;Спрашивали про кредитную карту, как давно пользуюсь, что устраивает, что нет. Предложили какую-то акционную фигню и уточнили мои данные.;кредит европа;сборщик задолженнистей;Европа банк;Кредит Европа банк;попрошайка и европы банка;кредит европабанк;* звонят какие-то, спасибо приложению;кредит европа;кредитевропабанк;кредитевропабанк;Кредит Европа банк;Европа банк;коллекторы;Агентство по взысканию долгов;Кредит Европа;кредит европа банк;Кредит Европа;кредит европа банк;кредит Европпа банк коллектор;замучили своими звонками",79263138748,"neberitrubku.ru","Злонамеренный вызов;Финансовые услуги;Злонамеренный вызов;Финансовые услуги;Финансовые услуги;Злонамеренный вызов;Колл-центр;Телефонное мошенничество;Злонамеренный вызов;Credit Europe bank (Финансовые услуги);Сборщик задолженностей;Нежелательный звонок;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Нежелательный звонок;Нежелательный звонок;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Колл-центр;Немой звонок;Сборщик задолженностей;Нежелательный звонок;Сборщик задолженностей;Колл-центр;Сборщик задолженностей;Телефонное мошенничество;Колл-центр"
"19x Сборщик задолженностей;5x Нежелательный звонок;4x Колл-центр;2x Финансовые услуги;2x Телефонное мошенничество;1x Немой звонок;1x Злонамеренный вызов","банк кредит европа;кредит европа банк;кредит европа банк;Коллекторы вроде актив бк  это сбербанк;кто пишет что кредитевропа банк, кто коллекторы;кредит европа;кредит европа банк",79263138748,"neberitrubku.ru","Нежелательный звонок;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Финансовые услуги"
"16x Сборщик задолженностей;5x Злонамеренный вызов;4x Колл-центр;2x Телефонное мошенничество;1x Немой звонок;1x Финансовые услуги","Заведите контакт и суньте его в черный список. Вписывайте туда подобные номера;Кредит 911.;савд каллы;Савд коллекторы;коллекторы;упыри по поручению банка. савд;крохоборы!;савд. отрабатывают свои сребренники;савд каллы;нежелательный звонок;Очередные калекторы САВД.  Очередные *.;Номеров у них конечно немеренно, но спасибо программе)));звонят каждый день;коллекторы;Ситибанк;Жулики и мошенники из совкомбанка, которые выбивают долги из нормальных и чистых людей! Посылайте их в одно место...;* московские;достали названивать;коллектор;жесть звонят;собиратели долгов;ка секвойя;Коллекторское агенство. Позвонили, не представились, автоинорматор. По имени не называют! Мошенники возможно );* из совкомбанка;коллекторы;Кодлекторы;какалы столичные;коллекторы",79269062154,"neberitrubku.ru","Немой звонок;Злонамеренный вызов;Сборщик задолженностей;Колл-центр;Сборщик задолженностей;Колл-центр;Сборщик задолженностей;Сборщик задолженностей;Злонамеренный вызов;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Столичное агенство возврата долгов (Сборщик задолженностей);Сборщик задолженностей;Злонамеренный вызов;Колл-центр;Телефонное мошенничество;Злонамеренный вызов;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Телефонное мошенничество;Сборщик задолженностей;Злонамеренный вызов;Сборщик задолженностей;Сборщик задолженностей;Финансовые услуги;Сборщик задолженностей;Сборщик задолженностей;Злонамеренный вызов"
"16x Сборщик задолженностей;5x Злонамеренный вызов;4x Колл-центр;2x Телефонное мошенничество;1x Немой звонок;1x Финансовые услуги","каллы звонят;Позвонили, помолчали, сбросили.;колл центр;коллекторы сетелем банка;коллекторы;коллекторы;не брать мошенники;ранние  звонки",79269062154,"neberitrubku.ru","Сборщик задолженностей;Немой звонок;Колл-центр;Сборщик задолженностей;Сборщик задолженностей;Злонамеренный вызов;Колл-центр;Колл-центр"
"1x Сервис","служба такси ттт",73537252525,"neberitrubku.ru","Сервис"
"1x Финансовые услуги","росс деньги .микрозаймы",79385160733,"neberitrubku.ru","Финансовые услуги"
"1x Компания;1x Сервис","вкуснейшие ролы ????не блокировать;не блокирлвать",79113005535,"neberitrubku.ru","Сервис;Компания"
"5x Сборщик задолженностей;3x Колл-центр;2x Телефонное мошенничество;2x Злонамеренный вызов","савд каллы;Звонят просят деньги. Посылаю на **** все равно звонят. Опять посылаю на ****.;коллектор савд;коллекторы;просят деньги;попрашайки колцентра;Коллекторы, обман, мошенники;Колл центр;Ситибанк;звонят каждый день;не брааааать;коллекторы;коллекторы савд;коллекторы;коллекторы;коллектора",79777973791,"neberitrubku.ru","Злонамеренный вызов;калы ситибанк (Сборщик задолженностей);Нежелательный звонок;Сборщик задолженностей;колекторы (Нежелательный звонок);Сборщик задолженностей;Коллекторы, обман, мошенники (Телефонное мошенничество);Колл-центр;Колл-центр;Сборщик задолженностей;Колл-центр;Злонамеренный вызов;Злонамеренный вызов;Телефонное мошенничество;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей"
"1x Злонамеренный вызов","мошенники в сфере недвижемости",79529397879,"neberitrubku.ru","Злонамеренный вызов"
"4x Колл-центр;1x Компания;1x Нежелательный звонок;1x Финансовые услуги;1x Немой звонок","Оператор из медцентра приглашает пройти бесплатно диагностику. Развод на последующие услуги чистой воды!;медцентр приглашает на диагностику;Вообще технология такая. Звонят – и проверяют кто снимет трубку – мужчина или женщина. Если мужчина – трубку бросают сразу. Если женщина – приглашают в косметический салон или медицинский центр на бесплатные процедуры или на бесплатную программу по снижению веса. Когда женщина приходит в салон, то начинается обработка. Но перед этим предлагают невинную чашку кофе или чая. Человек выпил  - все !  После этого он уже не состоянии контролировать себя и подписывает крупный кредитный договор (заем) или дарственную на квартиру или генеральную доверенность на распоряжение всем имуществом. Данные лица берут из паспорта, делают ксерокопию паспорта. Причем человек не впадает в дезориентацию после «чаепития», а потом не испытывает болезненное чувство потери памяти, ощущения, что он «очнулся» и т.п. То есть, память стирается точечно, только об эпизоде подписания гибельного для человека документа. Человек в мельчайших деталях помнит все о салоне, как ему делали процедуры и т.п., но не в состоянии вспомнить только о моменте подписания кабальной сделки. 
Иными словами, применяется новейшая технология фармгипноза. Погуглите в Интернете – на эту тему масса информации, но правоохранительные органы бездействуют, отказывая в большинстве случаев в возбуждении уголовных дел.
Понятное дело, что если  все документы подписаны собственноручно, то оспорить сделку в суде еще никому не удалось. Тем более, что законность сделки будет подтверждаться ксерокопией вашего паспорта (к сожалению,  практика подтверждения каких-либо действий гражданина копией паспорта распространилась повсеместно, в том числе и в государственных органах, которые принуждают нас эту копию им оставлять, в противном случае отказывая в государственных услугах) 
Берегитесь ! Будьте предельно осторожны ! Не забывайте, что если вам что-то предлагают бесплатно, или какую-то помощь – то это западня !!! И посещая какие-то заведения, куда пригласили специально именно вас ничего никогда не пейте !;предлагают мед услуги;спам;Мошенники предлагают мед услуги вынуждают к кредитам;Навязывают услуги, утверждая, что законно воспользовались некоей телефонной базой;реклама, медцентр",79295016146,"neberitrubku.ru","Немой звонок;Медцентр (Колл-центр);Компания;Немой звонок;89295016146 (Нежелательный звонок);Колл-центр;Финансовые услуги;Колл-центр;Колл-центр"
"3x Злонамеренный вызов;2x Колл-центр","Кто же названивает?;Коллектор не брать трубку;коллекторы;Не брать трубку;надоели паразиты",74997044638,"neberitrubku.ru","Колл-центр;Злонамеренный вызов;Злонамеренный вызов;Злонамеренный вызов;Колл-центр;Колл-центр"
"2x Нежелательный звонок;2x Злонамеренный вызов;1x Немой звонок","сбросили.;звонят по сто раз в день, но когда берёшь трубку ставят на ожидание и в итоге скидывают вызов.;Вестфалика;коллекторы;Сборщик долгов Фестфалики;не бери трубку;фиг знает кто;долги сборщики",79585164681,"neberitrubku.ru","Немой звонок;Другое;Колл-центр;Сборщик задолженностей;Злонамеренный вызов;Нежелательный звонок;Злонамеренный вызов;Немой звонок;Нежелательный звонок"
"2x Сборщик задолженностей;2x Злонамеренный вызов","отп сборщик;звонок из банка;отп;коллекторы отп;Отп задолбали;ОТП Банк. Отдел по просроченной задолженности.",79261378059,"neberitrubku.ru","Колл-центр;Злонамеренный вызов;Злонамеренный вызов;Сборщик задолженностей;Сборщик задолженностей;ОТП (Сборщик задолженностей);Злонамеренный вызов;Сборщик задолженностей"
"1x Сервис","хоум ворк заказ курсовых, дипломов и тд",78124491940,"neberitrubku.ru","Сервис"
"1x Злонамеренный вызов;1x Телемаркетер","банкстеры-ростовщики",79254520965,"neberitrubku.ru","Менеджер подбора банка (Телемаркетер);Злонамеренный вызов"
"1x Телемаркетер;1x Компания","Интернет-магазин ЛайфМебель;Магазин мебели;Лайфмебель",74955405517,"neberitrubku.ru","Колл-центр;Телемаркетер;Лайфмебель (Компания)"
"1x Нежелательный звонок","работа выходной",79514403543,"neberitrubku.ru","Нежелательный звонок"
"2x Колл-центр;1x Сервис;1x Компания","Мегафон, подтверждали мой заказ;Интернет-магазин Мегафон.;интернет магазин Мегафона;интернет магазин Мегафона",74956481352,"neberitrubku.ru","Компания;Сервис;Колл-центр;Колл-центр"
"1x Телемаркетер;1x Финансовые услуги","центр агенство недвижимости.;агентство",79538890962,"neberitrubku.ru","Финансовые услуги;Телемаркетер"
"2x Злонамеренный вызов;2x Сборщик задолженностей;1x Колл-центр","ВТБ24 звонки по просрочке.;втб сборщик задолжности;ВТБ24 робот;ВТБ сборщики;выесняют где кто чей долги",79629010330,"neberitrubku.ru","Сборщик задолженностей;Сборщик задолженностей;Злонамеренный вызов;Сборщик задолженностей;Злонамеренный вызов;Колл-центр"
"1x Компания","настырное предложение рекламы;рекламу предлагают",79519520960,"neberitrubku.ru","рекламщики (Телемаркетер);Компания"
"1x Злонамеренный вызов;1x Соцопрос","Предлагают пройти опрос связанный с исследованием в области мобильных операторов и т.п.;калекторы *",79871204912,"neberitrubku.ru","Опрос про пользование моб.операторами (Соцопрос);Злонамеренный вызов"
"1x Финансовые услуги","",79814310357,"neberitrubku.ru","Финансовые услуги"
"2x Автомат;1x Нежелательный звонок;1x Немой звонок","У меня объявление на авито по продаже недвижимости, некая контора  Атлант недвижимость сканирует различные сайты по продаже недвижимости, создает свою базу и продает агенствам недвижимости, при  этом надоедает обычным гражданам своими прозвонами. Наверное нужно писать жалобу в прокуратуру.;коллекторы",79069358524,"neberitrubku.ru","Немой звонок;Атлант недвижимость, уточнение базы данных (Автомат);Агентство недвижимости (Автомат);Нежелательный звонок"
"1x Нежелательный звонок","Искал в интернете данные об этом номере, но тщетно… Если кто-нибудь здесь на этом сайте знает кому принадлежит этот номер, буду очень признателен за информацию.",79257044709,"neberitrubku.ru","Нежелательный звонок"
"1x Финансовые услуги","подборбанков кредиты",79381167449,"neberitrubku.ru","Финансовые услуги"
"3x Немой звонок","рейтинг отрицательный. а приложение не заблокировало;ремонт окон",78552253959,"neberitrubku.ru","Немой звонок;Немой звонок;Немой звонок;Немой звонок"
"2x Компания;1x Финансовые услуги;1x Колл-центр;1x Злонамеренный вызов","группа компаний Форекс. мне предлагали бухуслуги на аутсорсинге. но ненавязчиво.
просто с открытием ооо идет просто вал подобных звонков!!! какие то **** тупо продают персональные данные всем подряд. достало это всё...;биржа Форекс надоели;просто сразу послал;навязывают бухуслуги;пытаются продать свои бух услуги, но в принципе ненавязчиво;Банковские услуги;какой-то там консалтинг",73952728179,"neberitrubku.ru","Злонамеренный вызов;Колл-центр;Финансовые услуги;Нежелательный звонок;Компания;Колл-центр;Финансовые услуги;Компания"
"1x Сервис","оконный сервис. пошла волна нового бизнеса: после окончания гарантийного срока на пластиковые окна фирма предлагает профилактику или ремонт пласт. окон.",79090738885,"neberitrubku.ru","Сервис"
"1x Сборщик задолженностей","",79140587134,"neberitrubku.ru","Сборщик задолженностей"
"1x Финансовые услуги;1x Нежелательный звонок","незнаю звонят злодеи;предлагают кредиты",79282033465,"neberitrubku.ru","Нежелательный звонок;Финансовые услуги"
"10x Сборщик задолженностей;2x Колл-центр","Коллектор;Спрашивают 13 долг, о котором я ничего не знаю, в кредитной истории его нет. Шлю их на фиг.
1 коллекторное это мошенники, не получат ни гроша от меня!!!!! Ребята ничего им не платите!!!!!;коллекторы;коллекторы;Такая же ситуация что и у Сергея.предлагают оплатить долг 10-ти летней давности,слов не понимают,написал в Прокуратуру и Судебным приставам -посмотрим что будет дальше;Первое коллекторское бюро, требовали долг 11-ти летней давности которого я и не брал.... Да если бы и брал то СИД уже давно прошёл и никаких исков с суда небыло;попрошайки;Назойливые, наглые, звонят по 25 раз на дню;Коллектора первого кол.агентства;ВЫМОГАТЕЛИ;1 кал агентство;коллекторы;коллектра из пкб;коллекторы;1кал агентство;первое коллекторское бюро;1-коллекторское бюро;коллектора;первое коллекторское агентство;Коллекторы;коллекторы;первое коллекторское;траст баек;Первое коллекторское агенство;коллекторы",79587566168,"neberitrubku.ru","Сборщик задолженностей;Спрашивают за какой то долг 13 летней давности, который я не брал (Сборщик задолженностей);Колл-центр;Сборщик задолженностей;Колл-центр;Машенники из ПКБ (Сборщик задолженностей);Колл-центр;Сборщики за должности, требовали долг который я не брал! (Колл-центр);Колл-центр;Коллектора (Сборщик задолженностей);Машенники из ПКБ (Сборщик задолженностей);коллекторы какое агентство не знаю (Сборщик задолженностей);ПКБ. (Сборщик задолженностей);Колл-центр;Финансовые услуги;Сборщик задолженностей;Нежелательный звонок;Финансовые услуги;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Первое коллекторское бюро (Сборщик задолженностей);Сборщик задолженностей;Колл-центр;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей"
"2x Телемаркетер","Конвекс,интернет провайдер;интернет провайдер;интернет провайдер",73435379379,"neberitrubku.ru","Компания;Телемаркетер;Телемаркетер"
"1x Телемаркетер;1x Немой звонок;1x Финансовые услуги","Сбербанк опрос;Сбербанк это звонит якобы, скорее всего должникам, с которыми надо связаться что бы зафиксировать общение, но мне предложили якобы опрос;Занёс в чс",74951484945,"neberitrubku.ru","Телемаркетер;Сбербанк это звонит якобы, скорее всего должникам, с которыми над (Финансовые услуги);Ежедневный набор и молчание (Немой звонок)"
"7x Сборщик задолженностей;1x Колл-центр;1x Злонамеренный вызов","дура на понт бирет;приставы снимают с зарплаты 50%.звонят коллекторы говорят деньги не доходят грозятся подать в суд опять но взыскание опять попадет к приставам.смысл колекторам это все делать;Если вы заплатите до 10 числа то Вам сделают скидку и Вы заплатите вместо 83 тыс. - 53 тыс.;КОЛЛЕКТОРЫ;Коллекторы, ""железный голос"", оператор не включался.;коллекторы ПКБ;Коллектор;коллектора;вымогатели каллы;коллекторы;Попрошайки денег, звонилки **** из ПКБ;Автоответчик: ""В связи с 72 годовщиной готовы простить часть задолженности, для соединения с оператором нажмите 1"". Только нигде никакой задолженности нет, и даже не сказали, что за организация. И неизвестно еще, что будет, если нажать, вдруг деньги снимут с телефона;Надоели;наивные, но настойчивые;задолбали звонить нет у меня кредитов;1 кал агентство;первое коллекторское;первое коллекторское бюро;1 ое коллекторское новый номер;первое коллекторскоп бюро;1 коллекторское бюро;ПКБ. коллекторы;ПКБ задолбали",78002502682,"neberitrubku.ru","Сборщик задолженностей;долг у приставов звонят что деньги не доходят говят опять на суд (Сборщик задолженностей);колл-центр (Колл-центр);Первое коллекторское (Сборщик задолженностей);Пкб колектора (Колл-центр);Колл-центр;Колл-центр;Колл-центр;Коллекторы ""ПКБ"" (Автомат);Сборщик задолженностей;Восточный экспресс банк (Колл-центр);Колл-центр;Колл-центр;Злонамеренный вызов;Немой звонок;Сборщик задолженностей;простят часть задолженности (несуществующей) (Телефонное хулиганство);коллекторы (Злонамеренный вызов);Первое коллекторское (Сборщик задолженностей);Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Злонамеренный вызов;Сборщик задолженностей;Сборщик задолженностей;Сборщик задолженностей;Колл-центр"
"2x Немой звонок;1x Нежелательный звонок","прозвон и сброс, не первый раз, перезванивать на данные номера не советую;сделали один гудок и сбросили;Хозяина этого номера мне не удалось найти в интернете, а перезванивать незнакомцам страшновато, поэтому лучше подожду, а может быть здесь кто-нибудь подскажет, и такой опыт на этом сайте у меня имеется!",79253728941,"neberitrubku.ru","Немой звонок;Немой звонок;Нежелательный звонок"
"1x Немой звонок;1x Соцопрос","не знаем кто;Автоинформатор который звонит и бросает трубку, чтобы не тратить деньги. Если сами позвоните то начнут за ваши деньги впаривать финансовые услуги.",79256508057,"neberitrubku.ru","Соцопрос;Звонит и бросает трубку (Немой звонок)"
"2x Финансовые услуги;1x Компания;1x Автомат;1x Телемаркетер;1x Злонамеренный вызов;1x Немой звонок","Предлагают юридическую помощь;юристы-анисты;юридические услуги;втб банк москвы;молчат и бросают трубку;Прозвон - робот.;юр. консультации;Звонил какой то ****, слёзно просил накидать ему за щеку. Я сказал ему:- слышь, пидорг, не звони сюда больше, иначе тебе **** ****... Сдаётся мне, что это был легендарный Гомораз Петушанский, который настоебал всему интернету;Киборги юристы;юр консультации;юридические услуги;Автоответчик. Бесплатная юридическая помощь;блокировать;спам на тему юристов дебилоидов, сидящих без заказов;Навязывают юридическую помощь;Юридические консультации;навязывают юр.консультации;Реклама юридических услуг;Автосекретарь с рекламой. Юридические услуги. Дослушивать не стал.;спам, услуги;""бесплатная"" юридическая помощь;Просто так они не звонят, в прошлый раз после этого звонка, в тот же день позвонили из банка, где мой товарищ брал кредит и я записался поручителем. Были проблемы у него с этим кредитом и мне звонили потом еще из банка и коллекторы потом. В общем ждите продолжения, если получили звонок с этого номера.;Какие-то услуги бридические;Автоинформатор сообщает что: в соответствии 324 ФЗ о бесплатной юридической помощи, вы имеете право на бесплатную юридическую помощь, нажмите 1 для получения;реклама юр.консультации",74996491293,"neberitrubku.ru","Телемаркетер;Немой звонок;Компания;Колл-центр;Немой звонок;Финансовые услуги;Компания;Гомораз Петушанский (Сервис);Телемаркетер;Юридический спам (Автомат);Нежелательный звонок;Колл-центр;Финансовые услуги;Сервис;Телефонное мошенничество;Нежелательный звонок;Колл-центр;Юридические услуги (Автомат);Телемаркетер;Реклама юридических услуг (Автомат);Нежелательный звонок;Телемаркетер;Юридическая помощь (Автомат);Юр. помощь (Автомат);бесплатная юридическая помощь (Автомат);юр. услуги (Автомат);Компания;Холодный обзвон, по-средствам автомат. (Злонамеренный вызов);юридический спам (Автомат);реклама юр.уонсультации (Автомат)"
